,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1900,Nicholas Pooran,14,4,350.0,0,2,SRH,Dubai International Stadium,08 October 2020
1901,Kedar Jadhav,14,5,280.0,3,0,RR,Sharjah Cricket Stadium,22 September 2020
1902,Ravindra Jadeja,14,3,466.66,2,1,KKR,Zayed Cricket Stadium,07 October 2020
1903,Steve Smith,14,6,233.33,3,0,PBKS,Sharjah Cricket Stadium,27 September 2020
1904,Nitish Rana,14,5,280.0,2,1,CSK,Dubai International Stadium,29 October 2020
1905,Chris Gayle,14,5,280.0,0,2,RCB,Sharjah Cricket Stadium,15 October 2020
1906,KL Rahul,14,6,233.33,1,1,RR,Zayed Cricket Stadium,30 October 2020
1907,David Warner,14,5,280.0,1,1,MI,Sharjah Cricket Stadium,04 October 2020
1908,Mayank Agarwal,14,6,233.33,2,1,KKR,Zayed Cricket Stadium,10 October 2020
1909,Chris Gayle,14,4,350.0,0,2,RCB,Sharjah Cricket Stadium,15 October 2020
1910,Faf du Plessis,14,6,233.33,2,1,DC,Sharjah Cricket Stadium,17 October 2020
1911,Nicholas Pooran,14,5,280.0,2,1,DC,Dubai International Stadium,20 October 2020
1912,Kieron Pollard,14,4,350.0,0,2,SRH,Sharjah Cricket Stadium,04 October 2020
1913,Saurabh Tiwary,14,5,280.0,1,1,KKR,Zayed Cricket Stadium,23 September 2020
1914,Andre Russell,14,5,280.0,2,1,RCB,Sharjah Cricket Stadium,12 October 2020
1915,Rishabh Pant,14,4,350.0,2,1,KKR,Sharjah Cricket Stadium,03 October 2020
1916,Marcus Stoinis,14,5,280.0,0,2,RR,Sharjah Cricket Stadium,09 October 2020
1917,Rohit Sharma,14,4,350.0,0,2,KKR,Zayed Cricket Stadium,23 September 2020
1918,Mayank Agarwal,14,4,350.0,2,1,RCB,Sharjah Cricket Stadium,15 October 2020
1919,Rishabh Pant,14,4,350.0,0,2,MI,Dubai International Stadium,10 November 2020
1920,Wriddhiman Saha,14,5,280.0,1,1,DC,Dubai International Stadium,27 October 2020
1921,Chris Gayle,14,6,233.33,2,1,RR,Zayed Cricket Stadium,30 October 2020
1922,Shreyas Iyer,14,4,350.0,0,2,PBKS,Dubai International Stadium,20 September 2020
1923,Hardik Pandya,14,5,280.0,2,1,KKR,Zayed Cricket Stadium,16 October 2020
1924,Quinton de Kock,13,5,260.0,1,1,SRH,Sharjah Cricket Stadium,04 October 2020
1925,Rohit Sharma,13,5,260.0,0,2,KKR,Zayed Cricket Stadium,23 September 2020
1926,Mandeep Singh,13,5,260.0,1,1,KKR,Sharjah Cricket Stadium,26 October 2020
1927,Ambati Rayudu,13,4,325.0,3,0,KKR,Dubai International Stadium,29 October 2020
1928,Jos Buttler,13,4,325.0,3,0,CSK,Zayed Cricket Stadium,19 October 2020
1929,Quinton de Kock,13,6,216.66,0,2,DC,Zayed Cricket Stadium,11 October 2020
1930,Quinton de Kock,13,5,260.0,1,1,KKR,Zayed Cricket Stadium,16 October 2020
1931,Ishan Kishan,13,4,325.0,0,2,RCB,Dubai International Stadium,28 September 2020
1932,Kane Williamson,13,4,325.0,1,1,PBKS,Dubai International Stadium,08 October 2020
1933,Sanju Samson,13,5,260.0,1,1,CSK,Sharjah Cricket Stadium,22 September 2020
1934,Sunil Narine,13,4,325.0,1,1,DC,Zayed Cricket Stadium,24 October 2020
1935,Shikhar Dhawan,13,3,433.33,0,2,KKR,Sharjah Cricket Stadium,03 October 2020
1936,Kieron Pollard,13,3,433.33,0,2,PBKS,Dubai International Stadium,18 October 2020
1937,Shimron Hetmyer,13,4,325.0,3,0,SRH,Zayed Cricket Stadium,08 November 2020
1938,Rishabh Pant,13,4,325.0,3,0,KKR,Sharjah Cricket Stadium,03 October 2020
1939,Jonny Bairstow,13,4,325.0,0,2,PBKS,Dubai International Stadium,08 October 2020
1940,Hardik Pandya,13,4,325.0,0,2,DC,Dubai International Stadium,05 November 2020
1941,Tushar Deshpande,13,4,325.0,1,1,SRH,Dubai International Stadium,27 October 2020
1942,Virat Kohli,13,6,216.66,1,0,CSK,Dubai International Stadium,10 October 2020
1943,KL Rahul,13,6,216.66,3,0,RR,Sharjah Cricket Stadium,27 September 2020
1944,Jonny Bairstow,13,5,260.0,3,0,PBKS,Dubai International Stadium,08 October 2020
1945,Jofra Archer,13,3,433.33,0,2,PBKS,Sharjah Cricket Stadium,27 September 2020
1946,Jos Buttler,13,6,216.66,1,1,CSK,Zayed Cricket Stadium,19 October 2020
1947,Devdutt Padikkal,13,5,260.0,0,2,MI,Dubai International Stadium,28 September 2020
1948,Aaron Finch,13,5,260.0,3,0,MI,Dubai International Stadium,28 September 2020
1949,Marcus Stoinis,13,5,260.0,3,0,PBKS,Dubai International Stadium,20 September 2020
1950,Ravindra Jadeja,36,7,514.28,1,5,RCB,Wankhede Stadium,25 April 2021
1951,Pat Cummins,30,6,500.0,1,4,CSK,Wankhede Stadium,21 April 2021
1952,Prithvi Shaw,24,6,400.0,6,0,KKR,Narendra Modi Stadium,29 April 2021
1953,Mahipal Lomror,24,6,400.0,2,2,PBKS,Dubai International Stadium,21 September 2021
1954,Glenn Maxwell,22,6,366.66,3,1,RR,Dubai International Stadium,29 September 2021
1955,Andre Russell,22,6,366.66,1,3,CSK,Wankhede Stadium,21 April 2021
1956,Yashasvi Jaiswal,22,6,366.66,1,3,CSK,Zayed Cricket Stadium,02 October 2021
1957,Jos Buttler,22,6,366.66,1,3,SRH,Arun Jaitley Stadium,02 May 2021
1958,AB de Villiers,22,6,366.66,0,3,DC,Narendra Modi Stadium,27 April 2021
1959,Ravindra Jadeja,21,5,420.0,2,2,KKR,Zayed Cricket Stadium,26 September 2021
1960,Shikhar Dhawan,21,6,350.0,2,2,CSK,Dubai International Stadium,04 October 2021
1961,Jos Buttler,20,5,400.0,2,2,SRH,Arun Jaitley Stadium,02 May 2021
1962,AB de Villiers,20,6,333.33,3,1,KKR,Chidambaram,18 April 2021
1963,Robin Uthappa,20,6,333.33,2,2,DC,Dubai International Stadium,10 October 2021
1964,Sanju Samson,20,6,333.33,1,2,SRH,Dubai International Stadium,27 September 2021
1965,Shimron Hetmyer,20,5,400.0,0,3,RCB,Narendra Modi Stadium,27 April 2021
1966,Chris Gayle,20,6,333.33,5,0,RCB,Narendra Modi Stadium,30 April 2021
1967,Rishabh Pant,20,6,333.33,4,0,RR,Wankhede Stadium,15 April 2021
1968,Kieron Pollard,19,5,380.0,3,1,CSK,Arun Jaitley Stadium,01 May 2021
1969,Andre Russell,19,5,380.0,3,1,RCB,Chidambaram,18 April 2021
1970,Sunil Narine,19,5,380.0,1,2,DC,Sharjah Cricket Stadium,28 September 2021
1971,Ishan Kishan,19,7,271.42,1,2,RR,Sharjah Cricket Stadium,05 October 2021
1972,Kane Williamson,19,5,380.0,3,1,CSK,Arun Jaitley Stadium,28 April 2021
1973,Deepak Hooda,19,5,380.0,0,3,RR,Wankhede Stadium,12 April 2021
1974,Kieron Pollard,19,5,380.0,0,3,CSK,Arun Jaitley Stadium,01 May 2021
1975,Sunil Narine,19,4,475.0,0,3,RCB,Sharjah Cricket Stadium,11 October 2021
1976,Ishan Kishan,18,6,300.0,4,0,SRH,Zayed Cricket Stadium,08 October 2021
1977,Jonny Bairstow,18,6,300.0,3,1,MI,Chidambaram,17 April 2021
1978,Jason Roy,18,5,360.0,3,1,RR,Dubai International Stadium,27 September 2021
1979,KL Rahul,18,5,360.0,1,2,RR,Dubai International Stadium,21 September 2021
1980,Faf du Plessis,18,5,360.0,3,1,RR,Wankhede Stadium,19 April 2021
1981,Kane Williamson,18,6,300.0,4,0,KKR,Dubai International Stadium,03 October 2021
1982,Evin Lewis,18,6,300.0,1,2,RCB,Dubai International Stadium,29 September 2021
1983,Glenn Maxwell,17,4,425.0,1,2,SRH,Chidambaram,14 April 2021
1984,Sanju Samson,17,5,340.0,2,1,PBKS,Wankhede Stadium,12 April 2021
1985,Glenn Maxwell,17,6,283.33,2,1,MI,Dubai International Stadium,26 September 2021
1986,Dinesh Karthik,17,5,340.0,2,1,CSK,Zayed Cricket Stadium,26 September 2021
1987,Sam Curran,17,4,425.0,1,2,DC,Wankhede Stadium,10 April 2021
1988,Shivam Mavi,17,5,340.0,1,2,CSK,Dubai International Stadium,15 October 2021
1989,KL Rahul,17,5,340.0,0,2,CSK,Dubai International Stadium,07 October 2021
1990,Faf du Plessis,17,4,425.0,1,2,MI,Arun Jaitley Stadium,01 May 2021
1991,Ambati Rayudu,17,4,425.0,1,2,MI,Arun Jaitley Stadium,01 May 2021
1992,Jos Buttler,17,5,340.0,4,0,PBKS,Wankhede Stadium,12 April 2021
1993,Andre Russell,16,5,320.0,1,2,DC,Narendra Modi Stadium,29 April 2021
1994,Yashasvi Jaiswal,16,6,266.66,3,0,CSK,Zayed Cricket Stadium,02 October 2021
1995,Shimron Hetmyer,16,3,533.33,1,2,PBKS,Narendra Modi Stadium,02 May 2021
1996,Suresh Raina,16,5,320.0,0,2,DC,Wankhede Stadium,10 April 2021
1997,Marcus Stoinis,16,6,266.66,2,1,PBKS,Wankhede Stadium,18 April 2021
1998,Hardik Pandya,16,5,320.0,2,1,PBKS,Zayed Cricket Stadium,28 September 2021
1999,Ishan Kishan,16,4,400.0,2,1,SRH,Zayed Cricket Stadium,08 October 2021
2000,Shubman Gill,16,5,320.0,1,2,RCB,Chidambaram,18 April 2021
2001,Prithvi Shaw,16,5,320.0,4,0,CSK,Dubai International Stadium,10 October 2021
2002,Evin Lewis,16,5,320.0,4,0,PBKS,Dubai International Stadium,21 September 2021
2003,AB de Villiers,16,6,266.66,2,1,KKR,Chidambaram,18 April 2021
2004,Kieron Pollard,16,6,266.66,2,1,CSK,Arun Jaitley Stadium,01 May 2021
2005,Mayank Agarwal,16,4,400.0,1,2,RR,Dubai International Stadium,21 September 2021
2006,Ruturaj Gaikwad,16,5,320.0,2,1,RR,Zayed Cricket Stadium,02 October 2021
2007,Devdutt Padikkal,15,4,375.0,0,2,CSK,Wankhede Stadium,25 April 2021
2008,Glenn Maxwell,15,5,300.0,0,2,PBKS,Sharjah Cricket Stadium,03 October 2021
2009,Mayank Agarwal,15,4,375.0,2,1,DC,Narendra Modi Stadium,02 May 2021
2010,Harshal Patel,15,4,375.0,2,1,PBKS,Narendra Modi Stadium,30 April 2021
2011,Krunal Pandya,15,5,300.0,2,1,CSK,Arun Jaitley Stadium,01 May 2021
2012,Rohit Sharma,15,6,250.0,3,0,RCB,Dubai International Stadium,26 September 2021
2013,Suryakumar Yadav,15,5,300.0,2,1,KKR,Chidambaram,13 April 2021
2014,Jonny Bairstow,15,5,300.0,2,1,RR,Arun Jaitley Stadium,02 May 2021
2015,Shahrukh Khan,15,5,300.0,2,1,DC,Wankhede Stadium,18 April 2021
2016,Jonny Bairstow,15,6,250.0,2,1,KKR,Chidambaram,11 April 2021
2017,Kieron Pollard,15,4,375.0,0,2,SRH,Chidambaram,17 April 2021
2018,Jason Holder,15,5,300.0,0,2,PBKS,Sharjah Cricket Stadium,25 September 2021
2019,Chris Morris,15,6,250.0,0,2,DC,Wankhede Stadium,15 April 2021
2020,Glenn Maxwell,15,4,375.0,0,2,PBKS,Sharjah Cricket Stadium,03 October 2021
2021,Abdul Samad,15,4,375.0,0,2,KKR,Chidambaram,11 April 2021
2022,Faf du Plessis,15,5,300.0,2,1,KKR,Dubai International Stadium,15 October 2021
2023,Nitish Rana,15,4,375.0,0,2,DC,Sharjah Cricket Stadium,28 September 2021
2024,Moeen Ali,15,4,375.0,2,1,MI,Arun Jaitley Stadium,01 May 2021
2025,Vijay Shankar,15,5,300.0,0,2,MI,Chidambaram,17 April 2021
2026,Jos Buttler,15,5,300.0,1,1,SRH,Arun Jaitley Stadium,02 May 2021
2027,Dinesh Karthik,15,5,300.0,1,1,SRH,Chidambaram,11 April 2021
2028,KL Rahul,15,4,375.0,2,1,RCB,Narendra Modi Stadium,30 April 2021
2029,Manish Pandey,15,5,300.0,0,2,RR,Arun Jaitley Stadium,02 May 2021
2030,Ravindra Jadeja,15,4,375.0,2,1,RR,Zayed Cricket Stadium,02 October 2021
2031,Faf du Plessis,15,5,300.0,2,1,RCB,Sharjah Cricket Stadium,24 September 2021
2032,KL Rahul,14,4,350.0,0,2,RR,Wankhede Stadium,12 April 2021
2033,Shivam Dube,14,5,280.0,0,2,CSK,Zayed Cricket Stadium,02 October 2021
2034,Rohit Sharma,14,6,233.33,1,1,RR,Sharjah Cricket Stadium,05 October 2021
2035,Venkatesh Iyer,14,4,350.0,2,1,MI,Zayed Cricket Stadium,23 September 2021
2036,Jason Roy,14,6,233.33,3,0,RR,Dubai International Stadium,27 September 2021
2037,Hardik Pandya,14,4,350.0,0,2,CSK,Arun Jaitley Stadium,01 May 2021
2038,Ambati Rayudu,14,4,350.0,0,2,MI,Arun Jaitley Stadium,01 May 2021
2039,KL Rahul,14,5,280.0,2,1,CSK,Dubai International Stadium,07 October 2021
2040,Mayank Agarwal,14,5,280.0,2,1,DC,Wankhede Stadium,18 April 2021
2041,Mayank Agarwal,14,5,280.0,1,1,DC,Narendra Modi Stadium,02 May 2021
2042,Ruturaj Gaikwad,14,5,280.0,3,0,SRH,Arun Jaitley Stadium,28 April 2021
2043,Rahul Tripathi,14,4,350.0,2,1,SRH,Chidambaram,11 April 2021
2044,Prithvi Shaw,14,5,280.0,2,1,PBKS,Narendra Modi Stadium,02 May 2021
2045,Quinton de Kock,14,5,280.0,0,2,KKR,Zayed Cricket Stadium,23 September 2021
2046,AB de Villiers,14,5,280.0,1,1,MI,Chidambaram,09 April 2021
2047,Kieron Pollard,14,5,280.0,1,1,CSK,Arun Jaitley Stadium,01 May 2021
2048,Mayank Agarwal,14,5,280.0,3,0,RR,Dubai International Stadium,21 September 2021
2049,Chris Morris,14,4,350.0,0,2,DC,Wankhede Stadium,15 April 2021
2050,Shubman Gill,14,5,280.0,3,0,RCB,Sharjah Cricket Stadium,11 October 2021
2051,Shikhar Dhawan,14,6,233.33,3,0,PBKS,Wankhede Stadium,18 April 2021
2052,Rahul Tewatia,14,6,233.33,3,0,KKR,Sharjah Cricket Stadium,07 October 2021
2053,Liam Livingstone,14,5,280.0,1,1,PBKS,Dubai International Stadium,21 September 2021
2054,Glenn Maxwell,14,5,280.0,1,1,SRH,Zayed Cricket Stadium,06 October 2021
2055,Andre Russell,14,6,233.33,2,1,CSK,Zayed Cricket Stadium,26 September 2021
2056,Ruturaj Gaikwad,14,4,350.0,0,2,RR,Zayed Cricket Stadium,02 October 2021
2057,Anmolpreet Singh,14,6,233.33,2,1,CSK,Dubai International Stadium,19 September 2021
2058,Kieron Pollard,14,4,350.0,0,2,CSK,Arun Jaitley Stadium,01 May 2021
2059,Chris Gayle,14,5,280.0,0,2,RCB,Narendra Modi Stadium,30 April 2021
2060,Rahul Tewatia,14,5,280.0,0,2,CSK,Wankhede Stadium,19 April 2021
2061,Andre Russell,14,4,350.0,2,1,CSK,Wankhede Stadium,21 April 2021
2062,Suryakumar Yadav,14,6,233.33,3,0,SRH,Zayed Cricket Stadium,08 October 2021
2063,AB de Villiers,14,5,280.0,1,1,MI,Chidambaram,09 April 2021
2064,Shimron Hetmyer,13,4,325.0,3,0,RR,Zayed Cricket Stadium,25 September 2021
2065,Deepak Hooda,13,6,216.66,3,0,RR,Wankhede Stadium,12 April 2021
2066,Faf du Plessis,13,5,260.0,3,0,KKR,Wankhede Stadium,21 April 2021
2067,Devdutt Padikkal,13,4,325.0,0,2,RR,Wankhede Stadium,22 April 2021
2068,Suryakumar Yadav,13,6,216.66,3,0,KKR,Chidambaram,13 April 2021
2069,Dwayne Bravo,13,3,433.33,0,2,MI,Dubai International Stadium,19 September 2021
2070,Devdutt Padikkal,13,4,325.0,3,0,CSK,Wankhede Stadium,25 April 2021
2071,Prithvi Shaw,13,5,260.0,1,1,PBKS,Narendra Modi Stadium,02 May 2021
2072,Kieron Pollard,13,5,260.0,1,1,KKR,Zayed Cricket Stadium,23 September 2021
2073,Jos Buttler,13,6,216.66,1,1,MI,Arun Jaitley Stadium,29 April 2021
2074,Glenn Phillips,13,5,260.0,1,1,CSK,Zayed Cricket Stadium,02 October 2021
2075,Shikhar Dhawan,13,4,325.0,3,0,PBKS,Wankhede Stadium,18 April 2021
2076,Deepak Hooda,13,4,325.0,0,2,RR,Wankhede Stadium,12 April 2021
2077,Faf du Plessis,13,5,260.0,0,2,KKR,Wankhede Stadium,21 April 2021
2078,Moeen Ali,13,4,325.0,0,2,KKR,Dubai International Stadium,15 October 2021
2079,Jonny Bairstow,13,3,433.33,0,2,MI,Chidambaram,17 April 2021
2080,David Miller,13,4,325.0,0,2,DC,Wankhede Stadium,15 April 2021
2081,Prithvi Shaw,13,4,325.0,1,1,KKR,Narendra Modi Stadium,29 April 2021
2082,Ambati Rayudu,13,5,260.0,0,2,RR,Wankhede Stadium,19 April 2021
2083,Manish Pandey,13,5,260.0,1,1,MI,Zayed Cricket Stadium,08 October 2021
2084,Sanju Samson,13,5,260.0,2,0,MI,Arun Jaitley Stadium,29 April 2021
2085,Shimron Hetmyer,13,3,433.33,0,2,KKR,Sharjah Cricket Stadium,13 October 2021
2086,Ambati Rayudu,13,4,325.0,1,1,MI,Arun Jaitley Stadium,01 May 2021
2087,Ambati Rayudu,13,6,216.66,1,1,DC,Dubai International Stadium,04 October 2021
2088,Ruturaj Gaikwad,13,5,260.0,3,0,SRH,Arun Jaitley Stadium,28 April 2021
2089,Ruturaj Gaikwad,13,5,260.0,1,1,KKR,Zayed Cricket Stadium,26 September 2021
2090,Shreyas Iyer,13,4,325.0,1,1,KKR,Sharjah Cricket Stadium,13 October 2021
2091,Abdul Samad,13,4,325.0,0,2,KKR,Dubai International Stadium,03 October 2021
2092,Mahipal Lomror,13,3,433.33,0,2,PBKS,Dubai International Stadium,21 September 2021
2093,Wriddhiman Saha,13,5,260.0,0,2,CSK,Sharjah Cricket Stadium,30 September 2021
2094,Riyan Parag,13,4,325.0,0,2,PBKS,Wankhede Stadium,12 April 2021
2095,Ruturaj Gaikwad,13,6,216.66,1,1,KKR,Wankhede Stadium,21 April 2021
2096,Ishan Kishan,13,4,325.0,1,1,RCB,Chidambaram,09 April 2021
2097,Mohammad Nabi,13,3,433.33,0,2,RR,Arun Jaitley Stadium,02 May 2021
2098,Venkatesh Iyer,13,5,260.0,0,2,RR,Sharjah Cricket Stadium,07 October 2021
2099,Ambati Rayudu,13,5,260.0,1,1,DC,Dubai International Stadium,04 October 2021
